Name,Size at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Thankful,Video Share Status,Post Views,Total Views,Total Views for all Crossposts,URL,Message,Link,Final Link,Link Text,Description,Sponsor Id,Sponsor Name,Score
Mark Garnier,2769,2018-04-25 06:38:25 EDT,Link,4,2,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/markrtgarnier/posts/1824250214264555,"Since June 2017 following the tragic events at Grenfell Tower, Hereford and Worcester Fire and Rescue personnel have tried to make contact with residents in the High Rise premises in Wyre Forest. Hereford & Worcester Fire and Rescue Service have written to and knocked on all the homes within the High Rise Premises to offer safety checks which includes free advice and fitting of appropriate smoke detection. Unfortunately to date the uptake has been low at only 35%, Mark Garnier urges residents within these communities to accept this Free Home Fire Safety Check.",https://www.hwfire.org.uk/safety-and-advice/home-safety/home-fire-safety-check/,,Home Fire Safety Check | Hereford & Worcester Fire and Rescue Service,"As part of our commitment to reducing the number of fires in the home, Hereford & Worcester Fire and Rescue Service offers free Home Fire Safety Checks to residents across the two counties.",,,-0.3
Chris Philp,1734,2018-04-20 07:27:19 EDT,Status,11,4,1,1,0,0,0,0,0,,0,0,0,https://www.facebook.com/chris.philp.official/posts/2076543745924809,"The Government has successfully persuaded the housing development company Barratt Developments to fund the recladding of Citiscape. The cladding of Citiscape, two blocks of flats on the corner of Frith and Drummond Road, was deemed to be a fire safety risk following the Grenfell tragedy – with residents told that they would have to pay for the recladding. The cost of recladding an improving fire safety were expected to cost leaseholders between £5,000 to £6,000 per flat. The two tower blocks, which are ten and six storeys tall respectively contain 97 flats, with the exterior covered in a cladding material deemed unsafe following the Grenfell tragedy. Sajid Javid, the Secretary of State for Housing, Communities and Local Government, announced the decision via Twitter, stating: “Delighted Barratt Developments have told residents of the #Citiscape flats they will cover fire safety and cladding costs. This is the right thing to do and I want to see others follow their lead to protect...",,,,,,,-2.0
Paul Scully MP,3848,2018-03-31 07:11:45 EDT,Native Video,18,4,4,2,0,0,0,0,0,original,429,565,0,https://www.facebook.com/scullyforsutton/posts/1629333820435491,"I'm in regular contact with residents of Chaucer House and Balaam House to work on their concerns about fire safety post-Grenfell. Involving residents at every stage is so important and so I asked the Secretary of State for Housing, Communities and Local Government what measures the government were taking to ensure they do exactly this for the survivors and the families of the Grenfell Tower tragedy.",https://www.facebook.com/scullyforsutton/videos/1629333820435491/,,SoS for HCLG re Grenfell residents' engagement 22.03.18,,,,-1.3928571428571428
Sir Peter Bottomley MP,1401,2018-03-22 10:14:21 EDT,Native Video,26,2,5,1,0,0,0,0,0,original,315,606,0,https://www.facebook.com/sirpeterbottomleyofficial/posts/729322360524942,"Many leaseholders, not only in Worthing but across the country, are being left in danger due to a severe delay in removing unsafe cladding from buildings. During today's update regarding the Grenfell Tower tragedy, Sajid Javid, Secretary of State for Department for Housing, Communities, and Local Government, accepted my advice to bring together the most important and experienced actors and bodies to address the issue swiftly. The Secretary of State has the opportunity now to ensure that the safety of leaseholders across the country is addressed urgently and resolutely.",https://www.facebook.com/sirpeterbottomleyofficial/videos/729322360524942/,,Advice to the Government on Leaseholders - 22/03/18,,,,1.7894736842105263
Robert H Halfon,5023,2018-03-17 13:22:00 EDT,Photo,2,2,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/RobertHalfon/posts/1854395061301182,"This week, I was sent an update from Communities Secretary, Sajid Javid, about Grenfell. Read it here.",https://www.facebook.com/RobertHalfon/photos/a.174732809267424.42071.174730252601013/1854394837967871/?type=3,,Photos from Robert H Halfon's post,,,,-6.0
Sir Peter Bottomley MP,1394,2018-03-16 08:00:00 EDT,Link,25,6,2,3,0,0,0,0,0,,0,0,0,https://www.facebook.com/sirpeterbottomleyofficial/posts/724757187648126,"Yesterday, following a statement regarding the Grenfell Tower tragedy and subsequent measures to address dangerous cladding, I urged Sajid Javid, Secretary of State for Housing, Communities, and Local Government, to bring together key actors and stakeholders in order to finalise a deal and get the dangerous cladding removed and replaced with the upmost urgency. Please follow the below link to see both my recommendation to the Secretary of State and his response: https://goo.gl/j5N47c:=:http://parliamentlive.tv/event/index/dc0d8dcf-d477-4358-b463-7d32b191d3ca?in=11:50:45&out=11:52:42",https://goo.gl/j5N47c,http://parliamentlive.tv/event/index/dc0d8dcf-d477-4358-b463-7d32b191d3ca?in=11:50:45&out=11:52:42,Parliamentlive.tv,House of Commons,,,1.6363636363636365
Theresa Villiers,8619,2018-03-15 08:38:25 EDT,Native Video,18,0,2,3,0,0,0,0,0,original,403,411,0,https://www.facebook.com/theresavillierscb/posts/999224340236018,"The Secretary of State for Housing made a statement in in Parliament this morning on the latest developments in the investigation of the Grenfell tragedy. I would like to reiterate my sympathy and support to all the survivors of that terrible event, and to everyone who lost friends or family. I appealed to the Secretary of State to ensure that fire safety standards are not compromised when high-rise office blocks in Barnet are converted into flats using permitted development rights, without the need for planning permission. He emphasised that all building and fire safety regulations apply in such cases, even in the absence of a planning decision process.",https://www.facebook.com/theresavillierscb/videos/999224340236018/,,Theresa Villiers questioning the Secretary of State for Housing on local fire safety,,,,-2.260869565217391
Sir Peter Bottomley MP,1388,2018-03-07 09:54:40 EST,Link,21,6,1,3,0,0,0,0,0,,0,0,0,https://www.facebook.com/sirpeterbottomleyofficial/posts/719508841506294,"Yesterday I spoke out in support of both leaseholders and tenants, calling on the Government to hasten the determination of liability for fire safety remedial work, ensuring that the Government, local authorities, and those involved can swiftly move forwards with making the necessary improvements to protect lives both in Worthing, West Sussex and across the country. This is an issue that is extremely important, especially following the atrocity of Grenfell Tower. You can watch a brief segment of my speech in Westminster Hall below, or follow this link to see my speech in its entirety, as well as the rest of the debate: https://www.theyworkforyou.com/whall/?id=2018-03-06a.76.0#g82.0",http://parliamentlive.tv/event/index/ab3a0772-507d-45a9-9926-a9a9b2961ba7?in=14%3A51%3A35&out=14%3A51%3A51,http://parliamentlive.tv/home/_404?aspxerrorpath=/event/index/ab3a0772-507d-45a9-9926-a9a9b2961ba7,Parliamentlive.tv,Westminster Hall,,,1.4090909090909092
Derek Thomas,2285,2018-03-05 07:51:00 EST,Link,5,1,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/derekthomas.org/posts/943622292457925,"Which? End Dangerous Products Campaign I welcome the latest Which? Magazine’s new campaign to ‘End Dangerous Products’ in the home. According to their investigation, faulty white goods such as washing machines, tumble dryers and fridge freezers cause more than 60 house fires a week, a truly shocking statistic. Indeed a fridge freezer started the horrific and tragic Grenfell Tower fire, although it is not yet clear whether the manufacturer was at fault. I have been aware of the fire hazards that such household goods present for a while through a charity called Electricity Safety First which works to ensure that everyone in the UK understands the importance of electrical safety and that this remains a priority for consumers, trade and government. Over the past couple of years I have organised several Winter Wellbeing and Health events in the constituency when a team from Electricity Safety First has been on hand to offer sensible, down-to-earth advice about their electric appliances...",https://www.electricalsafetyfirst.org.uk/,,Electrical Safety First - The UK's Electrical Safety Experts,"Electrical Safety First exists to ensure that everyone in the UK understands the importance of electrical safety and that this remains a priority for consumers, trade and government.",,,-3.0
Chris Green,2480,2018-01-17 12:22:05 EST,Photo,15,7,4,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/ChrisGreen4BoltonWest/posts/896659527179547,"My latest column for the Leigh Observer is below. You can read my next one in this week's paper, which is out now. I would like to wish you all a very happy New Year. As we begin 2018, it is natural to look back on the year we have had – and what a year of ups and downs 2017 has been. I think when we look back on 2017 in years to come, we will remember the horrific terror attacks which shook our country – including one right on our doorsteps at Manchester Arena. We will never forget the images we saw and the stories we read of these awful attacks and we will never forget the families who lost children and parents. It is difficult to imagine that they will have just spent their first Christmas without their loved ones. At least nine terror attacks have been foiled by police and security services in our country this year. It is right that the government has increased the police’s counter terrorism budget by 7 percent, with a £50 million increase taking it to at least £757 million....",https://www.facebook.com/ChrisGreen4BoltonWest/photos/a.274777182701121.1073741828.249684318543741/896659423846224/?type=3,,,,,,-2.269230769230769
Helen Whately,541,2017-12-31 11:23:00 EST,Photo,32,3,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/HelenWhatelyMP/posts/2017090341903539,"This New Year I want to say a big thank you to our incredible emergency services and first responders. Most of us look forward to a few days off at Christmas, but for people who work in A&Es, ambulance services, the police, NHS 111, mental health crisis teams and volunteers with charities like Age UK and the Samaritans, the work continues. With Grenfell Tower, the Manchester bombing, disgraceful attacks on Westminster and London Bridge - Britain has suffered too many terrible tragedies this year. But we have come through. That we are still standing firm and looking forward to a better future is only possible thanks to the incredible bravery and hard work of the emergency and security services. Not only have they responded to terrible attacks, they have also prevented them. I pay particular tribute to the police and others who kept me, my colleagues and staff safe during the Westminster attack, even as they were grieving for the loss of one of their own: PC Keith Palmer. I hope that...",https://www.facebook.com/HelenWhatelyMP/photos/a.1578479779097933.1073741827.1578473739098537/2017090148570225/?type=3,,,,,,1.75
Grant Shapps MP,13004,2017-12-31 08:04:02 EST,Native Video,78,35,7,0,0,0,0,1,0,original,5880,5915,0,https://www.facebook.com/grant.shapps/posts/723666821163969,"They say a week's a long time in politics, so a year must seem like an eternity. Who could have foreseen a year ago that unexpected General Election, those shocking terrorist attacks on London & Manchester and the sheer human suffering of Grenfell Tower? As ever, it's been a year of contrasts. Locally, we have seen some good outcomes, like the re-opening of the Post Office in Welwyn Garden City and continued record falls in unemployment; meaning more people have jobs than ever before in our area. And, as we look to 2018, there's much more to be done here in Welwyn Hatfield. So I'll be launching the 'Make Healthcare Local' campaign, to try and convince health bosses that, with a growing population, we need more health services in our community; rather than miles away. And I'll be campaigning for the widening of the A1M Motorway, with 'Smart running' to reduce the queues at rush hour. But, of course, some of the most significant events of 2018 will also be the hardest to predict. So...",https://www.facebook.com/grant.shapps/videos/723666821163969/,,,,,,2.0166666666666666
Theresa May,451675,2017-12-25 04:58:13 EST,Photo,3327,717,228,349,12,11,2,79,0,,0,0,0,https://www.facebook.com/TheresaMayOfficial/posts/2007025185980911,"As we gather with our friends and family, I want to say thank you to all those whose service to others means they will be spending time away from their loved ones this Christmas. Men and women in our armed forces whose humbling bravery and daily sacrifices help to ensure the security of our nation and our allies around the world. The heroes in our emergency services whose courage and dedication so inspired the nation in response to tragedy at Grenfell Tower and the abhorrent terrorist attacks in Manchester and London. But whose service saves lives in our communities every day, including Christmas Day. And the thousands of volunteers in our country who will give up their time to make someone else’s Christmas that little bit better: from faith inspired projects like the Churches Together initiative in my own constituency - to aid workers helping those in war-torn parts of the world. As we celebrate the birth of Christ, let us celebrate all those selfless acts - and countless others -...",https://www.facebook.com/TheresaMayOfficial/photos/a.1881166548566776.1073741830.1348528641830572/2007025092647587/?type=3,,,,,,1.33248730964467
Tom Pursglove MP,2054,2017-12-23 13:30:00 EST,Link,2,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/TomPursgloveMP/posts/900806103431536,"On Monday, during a Statement on the ongoing response to June’s tragic fire at Grenfell Tower and the wider review of building safety, I pointed out how the Secretary of State had previously said that the local authority had accepted the recommendations of the independent taskforce in full, and I asked if he would update the House about progress on implementing those recommendations. In his response, the Secretary of State outlined how he meets with the local council regularly and how he also has discussions with the taskforce. He added that a number of points were set out in the taskforce report, and the local authority has set up a group to go through each in detail. He also assured me that as we get further details, he will bring them to the House. The lessons of this tragedy must be learnt, as this can never be allowed to happen again - and, particularly at this time of year, we pause to think of all those affected by this dreadful tragedy. You can see my question and the...",http://parliamentlive.tv/event/index/bee479d0-b616-4724-9bbe-487963d3df1d?in=17%3A33%3A46,http://parliamentlive.tv/home/_404?aspxerrorpath=/event/index/bee479d0-b616-4724-9bbe-487963d3df1d,Parliamentlive.tv,House of Commons,,,-0.8888888888888888
Will Quince MP,2886,2017-12-18 15:22:08 EST,Photo,2,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/willquincecolchester/posts/1307882339317077,‪My question to the Secretary of State for the Department for Communities and Local Government Sajid Javid MP on the Grenfell tragedy specifically on ensuring that the victims will not be pressured into taking unsuitable housing. https://goo.gl/QVgnNq:=:http://parliamentlive.tv/home/_404?aspxerrorpath=/event/index/bee479d0-b616-4724-9bbe-487963d3df1d‬,https://www.facebook.com/willquincecolchester/photos/a.452685541503432.1073741836.386362281469092/1307881899317121/?type=3,,,,,,-14.5
Conservatives,650476,2017-12-14 10:26:59 EST,Link,256,196,0,10,2,19,7,30,0,,0,0,0,https://www.facebook.com/conservatives/posts/10155628813954279,,https://www.facebook.com/TheresaMayOfficial/posts/1993563853993711,,Theresa May,"Six months on the Grenfell fire remains at the front of our minds as a truly unimaginable tragedy that should never have happened. Many who survived lost everything that night, my Government will continue to do all we can for them and learn the lessons so it never happens again.",,,-3.705769230769231
Theresa May,450564,2017-12-14 10:18:26 EST,Status,963,359,61,49,3,4,18,71,0,,0,0,0,https://www.facebook.com/TheresaMayOfficial/posts/1993563853993711,"Six months on the Grenfell fire remains at the front of our minds as a truly unimaginable tragedy that should never have happened. Many who survived lost everything that night, my Government will continue to do all we can for them and learn the lessons so it never happens again.",,,,,,,-3.4980366492146597
Sajid Javid,8944,2017-12-14 07:42:39 EST,Status,6,0,2,1,1,0,2,0,0,,0,0,0,https://www.facebook.com/sajidjavidbromsgrove/posts/1941778559184321,"Today we remember 71 souls lost to the Grenfell tragedy. Lives that will never fulfil their potential. We must carry the weight of that loss together, to heal and to ensure it can never happen again",,,,,,,-2.75
Sajid Javid,9253,2017-12-14 07:00:00 EST,Status,1,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/sajidjavidbromsgrove/posts/1946826202012890,"Today we remember 71 souls lost to the Grenfell tragedy. Lives that will never fulfil their potential. We must carry the weight of that loss together, to heal and to ensure it can never happen again",,,,,,,-33.0
Nick Boles MP,914,2017-12-05 10:01:55 EST,Native Video,0,0,0,0,0,0,0,0,0,share,111,243,0,https://www.facebook.com/nickbolesofficial/posts/1390934861032583,Great to discuss my ideas for a Square Deal on housing with Tim Montgomerie at Policy Exchange.,https://www.facebook.com/PolicyExchange/videos/1767650186601211/,,Policy Exchange,"Britain is in the grip of a housing crisis. 

As part of his series on how the Conservatives can recapture the initiative, Nick Boles MP – former Director of Policy Exchange, former Minister for Planning and Minister for Skills, and author of www.squaredeal.org.uk – has written on how the Government can build the number of homes needed. He urges the development of a ‘Grenfell Housing Commission’ to build 500,000 affordable homes in 10 years – funded by a ‘Grenfell bond’; requiring developers to speed up development on sites where they have planning permission; and reform of the housing market, including increasing the number of suppliers. Here he is in conversation with Tim Montgomerie, founder of UnHerd.",,,-100.0
Andrew Rosindell MP,1138,2017-11-30 08:46:32 EST,Link,9,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/AndrewRosindellofficial/posts/1989080514441605,,https://www.havering.gov.uk/news/article/315/council_tracks_down_notorious_grenfell_park_traveller_fly-tip_gang,,Council tracks down notorious Grenfell Park traveller fly-tip gang | The London Borough Of Havering,Council tracks down notorious Grenfell Park traveller fly-tip gang - Council catches up with traveller fly-tip gang,,,-2.3333333333333335
Sarah Newton,1972,2017-11-17 13:32:01 EST,Link,9,0,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/SarahNewtonTandF/posts/734411623426869,Congratulations to Esmé and everyone involved with the Cornwall Hugs Grenfell project. I am proud of Cornwall’s response to this terrible tragedy.,http://www.bbc.co.uk/news/av/uk-42011930/cornwall-hugs-grenfell,http://www.bbc.co.uk/news/av/uk-42011930/he-looks-out-the-window-for-her,He looks out the window for her,How Charlie is healing after losing his best friend at Grenfell.,,,-0.3333333333333333
Nick Boles MP,912,2017-11-13 03:27:15 EST,Link,2,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/nickbolesofficial/posts/1370113473114722,"New Grenfell Housing Commission should build 50,000 affordable homes a year - https://t.co/PwHyt0m0YD:=:http://www.squaredeal.org.uk/square-deal-for-housing/",https://t.co/PwHyt0m0YD,http://www.squaredeal.org.uk/square-deal-for-housing/,Square Deal for Housing | Square Deal,One of the basic promises of Britain’s free society is that anyone who works hard and saves up for a few years should be able buy a decent home at a price they can afford. The greatest scandal of the past two decades is the failure of political leaders to keep this promise. Through cowardice and com...,,,-11.0
Paul Scully MP,1633,2017-10-22 10:53:54 EDT,Native Video,17,0,11,0,0,0,0,0,0,original,225,502,0,https://www.facebook.com/scullyforsutton/posts/1477000279002180,"Speaking on the Sunday Politics about what I saw in the refugee camps on the Burmese border, the latest situation with the surviving residents of Grenfell and intergenerational fairness balancing policies such as a possible cut in stamp duty with universal benefits for older people.",https://www.facebook.com/scullyforsutton/videos/1477000279002180/,,,,,,-1.4285714285714286
Paul Scully MP,1633,2017-10-22 05:59:42 EDT,Photo,13,0,1,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/scullyforsutton/posts/1476827815686093,"Talking Rohingyas, Grenfell and intergenerational fairness on the Daily Politics shortly.",https://www.facebook.com/scullyforsutton/photos/a.506483942720490.1073741825.479504198751798/1476827032352838/?type=3,,,,,,-2.357142857142857
Dr Phillip Lee MP,2286,2017-10-11 12:07:02 EDT,Photo,6,0,0,0,1,0,0,0,0,,0,0,0,https://www.facebook.com/DrPhillipLeeBracknell/posts/1439735216073581,"MEETING OUR CHIEF FIRE OFFICER On Friday 6th October I met Royal Berkshire Fire and Rescue Service’s new Chief Fire Officer and Chief Executive, Trevor Ferguson at my Bracknell office. Trevor took up the role in April having previously been Deputy Chief Fire Officer and, before that, served for over 26 years with the Northern Ireland Fire and Rescue Service. He explained the challenges being faced in Berkshire as a result of the significant growth in high-rise residential development, the conversion of office blocks into living accommodation and the need for the Service to balance safety with supporting economic growth. When tragedies such as Grenfell Tower occur, it is very easy to forget that domestic fire incidents and deaths have declined steadily and significantly over the last decade. That is a tremendous testament to the work done by the Fire Services in their often overlooked but equally important role of fire prevention. It is quite clear from our meeting that Trevor has...",https://www.facebook.com/DrPhillipLeeBracknell/photos/a.525671060813339.1073741825.246765738703874/1439733959407040/?type=3,,,,,,-0.6111111111111112
Sajid Javid,8792,2017-09-21 07:40:43 EDT,Link,15,3,2,2,0,0,0,0,0,,0,0,0,https://www.facebook.com/sajidjavidbromsgrove/posts/1851853891510122,"We must change our attitude to social housing to prevent another Grenfell The Times and The Sunday Times https://www.thetimes.co.uk/edition/news/we-must-change-our-attitude-to-social-housing-to-prevent-another-grenfell-dg6j3nrgr?utm_source=newsletter&utm_campaign=newsletter_119&utm_medium=email&utm_content=119_September%2020,%202017&CMP=TNLEmail_118918_2291676_119",https://www.thetimes.co.uk/edition/news/we-must-change-our-attitude-to-social-housing-to-prevent-another-grenfell-dg6j3nrgr?utm_source=newsletter&utm_campaign=newsletter_119&utm_medium=email&utm_content=119_September+20%2C+2017&CMP=TNLEmail_118918_2291676_119,,We must change our attitude to social housing to prevent another Grenfell,"For much of my childhood I lived in little flat on Bristol’s Stapleton Road. It’s a part of the world that the tabloids have branded “a moral cesspit” and “Britain’s most dangerous street”, but to...",,,-1.5
Paul Scully MP,1604,2017-09-20 12:01:51 EDT,Link,25,2,2,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/scullyforsutton/posts/1449881648380710,I want to thank the residents of Balaam House that took me on a tour of the building and its surrounding area to show me some of the issues they were concerned with.,http://www.scully.org.uk/news/looking-at-issues-with-balaam-house/,,Looking at issues with Balaam House | Scully's Blogspot,"Looking at issues with Balaam House by Paul Scully | Sep 20, 2017 | News | 0 comments Residents of Balaam House took me on a tour of the building and its surrounding area to show me some of the issues they were concerned with.Since the tragedy at Grenfell Tower, I have been working hard to reassure…",,,1.0740740740740742
Conor Burns,512,2017-09-08 07:44:41 EDT,Photo,4,0,0,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/conorburnsuk/posts/1430636027057452,Over the summer Conor met with the Dorset and Wiltshire Chief Fire Officer at his invitation to be briefed on the local response to Grenfell Tower fire and the safety tests that have been undertaken in Bournemouth and Poole. He was also briefed on the working of the merger of Dorset and Wiltshire Fire Services as well as talking about future plans and challenges they have. At the end of the meeting Ben presented Conor with the shield of the new fire service.,https://www.facebook.com/conorburnsuk/photos/a.916414501812943.1073741828.755981037856291/1430635963724125/?type=3,,Photos from Conor Burns's post,,,,-0.75
Oliver Dowden,1504,2017-08-17 14:43:00 EDT,Link,7,1,2,0,0,0,0,0,0,,0,0,0,https://www.facebook.com/oliverdowdenhertsmere/posts/1521544197913014,"We were all devastated by the news of the Grenfell Tower fire in June. The public response was inspiring, including the work done by Borehamwood Synagogue. I’ve recently been contacted by local Haberdasher’s schoolboy, Oscar Ellis about his effort to raise £2,000 for the victims of the fire. I’d urge anyone who can to donate to his Justgiving page here: https://www.justgiving.com/fundraising/oscar-for-grenfell",https://www.justgiving.com/fundraising/oscar-for-grenfell,,Read Oscar's story,Oscar is raising money to help The Harrow Club,,,-0.3333333333333333
